Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SURFACE_1:Surface Inside Face Temperature [C](TimeStep),SURFACE_1:Surface Outside Face Temperature [C](TimeStep),ZONE_1:Zone Mean Air Temperature [C](TimeStep) 
 01/01  02:06:00,10.4,12.4364722340069,11.4377004149123,12.3310999561507 
 01/01  02:07:00,10.4,12.4338682706456,11.4351982702723,12.3288889746135 
 01/01  02:08:00,10.4,12.4312626180829,11.4327527572175,12.3268325234978 
 01/01  02:09:00,10.4,12.4286620323091,11.4303072441627,12.3249205806037 
 01/01  02:10:00,10.4,12.4260634373739,11.4279120464352,12.3232228349625 
 01/01  02:11:00,10.4,12.4234717863763,11.4255168487079,12.3217914554014 
 01/01  02:12:00,10.4,12.4208896852482,11.4231672833405,12.3206516048505 
 01/01  02:13:00,10.4,12.4183171034466,11.420817717973,12.3198279756384 
 01/01  02:14:00,10.4,12.4157620267846,11.4185101057677,12.3193303012354 
 01/01  02:15:00,10.4,12.4132176379487,11.4162024935625,12.3187063434503 
 01/01  02:16:00,10.4,12.4106836315685,11.4139338272851,12.317656364751 
 01/01  02:17:00,10.4,12.4081361208465,11.4116651610078,12.3161540575604 
 01/01  02:18:00,10.4,12.4055806925472,11.4094329113751,12.3142786053816 
 01/01  02:19:00,10.4,12.4030129581368,11.4072006617423,12.312111936977 
 01/01  02:20:00,10.4,12.4004266609934,11.4050026551618,12.3097117473108 
 01/01  02:21:00,10.4,12.3978325819242,11.4028046485814,12.3071493712319 
 01/01  02:22:00,10.4,12.395217052629,11.4006389856187,12.3044917912559 
 01/01  02:23:00,10.4,12.3925982619097,11.3984733226559,12.3017721648351 
 01/01  02:24:00,10.4,12.3899598794123,11.3963383212199,12.2990029267057 
 01/01  02:25:00,10.4,12.3873198033412,11.394203319784,12.2961903196884 
 01/01  02:26:00,10.4,12.384662188749,11.3920974741438,12.2933408663336 
 01/01  02:27:00,10.4,12.3820033206574,11.3899916285034,12.2904901710333 
 01/01  02:28:00,10.4,12.3793296190172,11.3879135788917,12.2876616358742 
 01/01  02:29:00,10.4,12.376656577536,11.3858355292801,12.2848622361236 
 01/01  02:30:00,10.4,12.3739717744068,11.3837840388204,12.2820908558088 
 01/01  02:31:00,10.4,12.3712878621285,11.3817325483606,12.279344864449 
 01/01  02:32:00,10.4,12.3685945533838,11.3797064851761,12.2766256261033 
 01/01  02:33:00,10.4,12.3659021000125,11.3776804219916,12.2739486433864 
 01/01  02:34:00,10.4,12.3632026185833,11.3756787450401,12.2713215187361 
 01/01  02:35:00,10.4,12.3605047425219,11.3736770680886,12.2687442951746 
 01/01  02:36:00,10.4,12.3578020407157,11.3716988157011,12.2662137120959 
 01/01  02:37:00,10.4,12.3551008582162,11.3697205633135,12.2637260886076 
 01/01  02:38:00,10.4,12.3523965175872,11.3677648437239,12.2612948195312 
 01/01  02:39:00,10.4,12.3496940013877,11.3658091241344,12.2589415651213 
 01/01  02:40:00,10.4,12.3469909714393,11.3638751075095,12.2566738026085 
 01/01  02:41:00,10.4,12.3442907245228,11.3619410908846,12.2544890767463 
 01/01  02:42:00,10.4,12.3415923849369,11.3600280025177,12.2523815919533 
 01/01  02:43:00,10.4,12.338896583342,11.3581149141507,12.2503455794063 
 01/01  02:44:00,10.4,12.3362044391623,11.3562220285969,12.2484149531996 
 01/01  02:45:00,10.4,12.3335157173504,11.3543291430432,12.2466171222996 
 01/01  02:46:00,10.4,12.3308344043552,11.3524557790405,12.2449626893771 
 01/01  02:47:00,10.4,12.3281577806604,11.3505824150377,12.243456052946 
 01/01  02:48:00,10.4,12.325492216398,11.3487279311025,12.2421077419371 
 01/01  02:49:00,10.4,12.3228318444465,11.3468734471673,12.2409402992551 
 01/01  02:50:00,10.4,12.3201868570279,11.3450372377803,12.2398806217751 
 01/01  02:51:00,10.4,12.3175454995855,11.3432010283933,12.2387422997791 
 01/01  02:52:00,10.4,12.3149142639331,11.3413825207025,12.2373579336302 
 01/01  02:53:00,10.4,12.3122752166428,11.3395640130117,12.235694798454 
 01/01  02:54:00,10.4,12.3096347255399,11.3377626639906,12.2337872392932 
 01/01  02:55:00,10.4,12.3069862029355,11.3359613149694,12.2317028306439 
 01/01  02:56:00,10.4,12.3043300678946,11.3341766089744,12.2295093600779 
 01/01  02:57:00,10.4,12.30167024971,11.3323919029793,12.2272412118932 
 01/01  02:58:00,10.4,12.2990021603167,11.3306233496562,12.2249115938942 
 01/01  02:59:00,10.4,12.2963320114609,11.3288547963332,12.2225265907054 
 01/01  03:00:00,10.4,12.2936540967868,11.3271019288287,12.2200912409918 
 01/01  03:01:00,10.3983333333333,12.2909745088032,11.325182086002,12.2176181890296 
 01/01  03:02:00,10.3966666666667,12.2882879928046,11.3232417159121,12.2151142223934 
 01/01  03:03:00,10.395,12.2856004396032,11.3213013458223,12.2125817119264 
 01/01  03:04:00,10.3933333333333,12.2829067533172,11.3193147407597,12.2100214449458 
 01/01  03:05:00,10.3916666666667,12.2802121440947,11.3173281356971,12.2074342600231 
 01/01  03:06:00,10.39,12.2775120155907,11.3153106268191,12.2048212119211 
 01/01  03:07:00,10.3883333333333,12.2748110280771,11.3132931179413,12.2021838796716 
 01/01  03:08:00,10.3866666666667,12.2721050162209,11.3112528380277,12.1995242720837 
 01/01  03:09:00,10.385,12.269398262754,11.309212558114,12.1968440249061 
 01/01  03:10:00,10.3833333333333,12.2666869694552,11.3071546726059,12.194144333021 
 01/01  03:11:00,10.3816666666667,12.2639750291235,11.3050967870978,12.1914262551803 
 01/01  03:12:00,10.38,12.2612590020055,11.3030248907983,12.1886907255488 
 01/01  03:13:00,10.3783333333333,12.2585423946003,11.3009529944987,12.1859386843219 
 01/01  03:14:00,10.3766666666667,12.2558221263563,11.2988697364159,12.1831709894425 
 01/01  03:15:00,10.375,12.2531013377919,11.2967864783329,12.1803884971437 
 01/01  03:16:00,10.3733333333333,12.2503772934402,11.2946938890467,12.1775919818112 
 01/01  03:17:00,10.3716666666667,12.2476527831838,11.2926012997606,12.1747822106205 
 01/01  03:18:00,10.37,12.2449254056748,11.290500981265,12.1719598779826 
 01/01  03:19:00,10.3683333333333,12.2421976111003,11.2884006627694,12.1691256706191 
 01/01  03:20:00,10.3666666666667,12.239467322458,11.2862939068712,12.1662802124983 
 01/01  03:21:00,10.365,12.2367366605996,11.2841871509731,12.1634241190667 
 01/01  03:22:00,10.3633333333333,12.2340038623278,11.2820750173153,12.1605579520678 
 01/01  03:23:00,10.3616666666667,12.2312707302688,11.2799628836575,12.1576822634185 
 01/01  03:24:00,10.36,12.2285358032434,11.2778462534023,12.1547975596574 
 01/01  03:25:00,10.3583333333333,12.2258005779234,11.2757296231472,12.1519043359522 
 01/01  03:26:00,10.3566666666667,12.2230638820658,11.2736092372175,12.1490030498039 
 01/01  03:27:00,10.355,12.2203269198931,11.271488851288,12.1460941393827 
 01/01  03:28:00,10.3533333333333,12.2175887936685,11.2693653384002,12.1431780270556 
 01/01  03:29:00,10.3516666666667,12.214850430034,11.2672418255124,12.1402551113746 
 01/01  03:30:00,10.35,12.2121111909398,11.2651157232246,12.1373257676343 
 01/01  03:31:00,10.3483333333333,12.2093717404681,11.2629896209367,12.1343903529721 
 01/01  03:32:00,10.3466666666667,12.2066316844988,11.2608613917814,12.1314492068815 
 01/01  03:33:00,10.345,12.2038914406016,11.2587331626262,12.1285026508358 
 01/01  03:34:00,10.3433333333333,12.2011508426007,11.2566032066974,12.1255509939859 
 01/01  03:35:00,10.3416666666667,12.1984100779091,11.2544732507684,12.1225945251626 
 01/01  03:36:00,10.34,12.1956691922645,11.2523419156944,12.1196335252457 
 01/01  03:37:00,10.3383333333333,12.1929281591262,11.2502105806205,12.1166682545836 
 01/01  03:38:00,10.3366666666667,12.190187220456,11.2480781695776,12.1136989688028 
 01/01  03:39:00,10.335,12.1874461516847,11.2459457585347,12.1107259009454 
 01/01  03:40:00,10.3333333333333,12.1847053756953,11.2438125367621,12.1077492849736 
 01/01  03:41:00,10.3316666666667,12.1819644853503,11.2416793149896,12.1047693294544 
 01/01  03:42:00,10.33,12.1792240698102,11.2395455151465,12.1017862478907 
 01/01  03:43:00,10.3283333333333,12.1764835541487,11.2374117153035,12.098800227164 
 01/01  03:44:00,10.3266666666667,12.1737436798815,11.2352775419149,12.0958114625603 
 01/01  03:45:00,10.325,12.1710037183827,11.2331433685262,12.0928201213985 
 01/01  03:46:00,10.3233333333333,12.1682645503636,11.2310090017057,12.0898263824802 
 01/01  03:47:00,10.3216666666667,12.1655253067866,11.2288746348852,12.0868303954111 
 01/01  03:48:00,10.32,12.1627869952253,11.2267402334763,12.0838323240692 
 01/01  03:49:00,10.3183333333333,12.1600486186782,11.2246058320674,12.080832302019 
 01/01  03:50:00,10.3166666666667,12.1573113000867,11.222471536313,12.0778304796251 
 01/01  03:51:00,10.315,12.1545739260835,11.2203372405585,12.0748269759255 
 01/01  03:52:00,10.3133333333333,12.1518377243153,11.2182031743828,12.0718219290237 
 01/01  03:53:00,10.3116666666667,12.149101475804,11.2160691082069,12.0688154447669 
 01/01  03:54:00,10.31,12.1463665030495,11.2139353811777,12.0658076501009 
 01/01  03:55:00,10.3083333333333,12.1436314913979,11.2118016541484,12.0627986388639 
 01/01  03:56:00,10.3066666666667,12.1408978491279,11.2096683631732,12.0597885277815 
 01/01  03:57:00,10.305,12.1381641750554,11.2075350721981,12.0567773996535 
 01/01  03:58:00,10.3033333333333,12.1354319548992,11.205402302996,12.053765373085 
 01/01  03:59:00,10.3016666666667,12.1326997097017,11.203269533794,12.0507525191052 
 01/01  04:00:00,10.3,12.1299689950223,11.2011373621783,12.0477389340499 
 01/01  04:01:00,10.2983333333333,12.1272382609561,11.1990051905626,12.0447485362759 
 01/01  04:02:00,10.2966666666667,12.1245098819349,11.1968736835623,12.0417945535557 
 01/01  04:03:00,10.295,12.1217826816879,11.1947421765619,12.0388793488907 
 01/01  04:04:00,10.2933333333333,12.1190591073119,11.192611393406,12.0360007367091 
 01/01  04:05:00,10.2916666666667,12.1163367412001,11.1904806102501,12.0331557395674 
 01/01  04:06:00,10.29,12.1136189551953,11.1883506032337,12.0303419093963 
 01/01  04:07:00,10.2883333333333,12.1109022042306,11.1862205962171,12.0275572334596 
